"","dWT1","dWT2","dWT3","WT1","WT2","WT3","TV1","TV2"
"AP004310.1-102300-minus",1.85723436185249,6.00615072586931,0.787656803056636,1.95871023358555,5.97716788160721,4.21941281375347,1.73944509289795,5.10732248846903
"AP004310.1-102850-plus",4.64308590463121,2.57406459680113,7.08891122750972,7.83484093434221,1.70776225188777,1.40647093791782,3.47889018579589,6.12878698616283
"AP004310.1-102906-plus",9.28617180926243,6.00615072586931,7.08891122750972,4.89677558396388,6.8310490075511,4.21941281375347,1.73944509289795,3.06439349308142
"AP004310.1-102969-plus",0,6.00615072586931,6.30125442445309,0.979355116792776,0,7.03235468958912,12.1761156502856,6.12878698616283
"AP004310.1-102990-plus",2.78585154277873,0.858021532267044,4.72594081833981,2.93806535037833,0,0,1.73944509289795,8.17171598155044
"AP004310.1-103031-plus",7.42893744740994,3.43208612906817,5.51359762139645,0,5.12328675566332,2.81294187583565,0.869722546448973,4.08585799077522
"AP004310.1-103034-plus",32.5016013324185,30.0307536293465,27.5679881069822,13.7109716350989,18.7853847707655,39.381186261699,24.3522313005712,28.6010059354266
"AP004310.1-103063-plus",4.64308590463121,12.8703229840057,4.72594081833981,0,5.97716788160721,0,1.73944509289795,1.02146449769381
"AP004310.1-103159-plus",10.2147889901887,3.43208612906817,4.72594081833981,0.979355116792776,0,0,6.95778037159178,5.10732248846903
"AP004310.1-105571-minus",1.85723436185249,1.71604306453409,0.787656803056636,1.95871023358555,0,0,6.08805782514281,8.17171598155044
"AP004310.1-116294-minus",8.35755462833619,6.00615072586931,7.87656803056636,4.89677558396388,0,5.62588375167129,6.95778037159178,9.19318047924425
"AP004310.1-12095-plus",2.78585154277873,7.72219379040339,5.51359762139645,0,0.853881125943887,0,5.21833527869384,2.04292899538761
"AP004310.1-2372-minus",4.64308590463121,12.0123014517386,10.2395384397363,2.93806535037833,3.41552450377555,0,7.82750291804075,1.02146449769381
"AP004310.1-2387-minus",2.78585154277873,5.14812919360226,5.51359762139645,0,0,0,1.73944509289795,1.02146449769381
"AP004310.1-28253-plus",0.928617180926243,9.43823685493748,0,2.93806535037833,11.1004546372705,0,11.3063931038366,6.12878698616283
"AP004310.1-28254-plus",0,4.29010766133522,1.57531360611327,0.979355116792776,5.97716788160721,1.40647093791782,29.5705665792651,20.4292899538761
"AP004310.1-37367-plus",3.71446872370497,6.00615072586931,3.15062721222654,8.81419605113499,3.41552450377555,2.81294187583565,9.5669480109387,7.15025148385664
"AP004310.1-4033-plus",8.35755462833619,6.00615072586931,4.72594081833981,2.93806535037833,5.12328675566332,1.40647093791782,6.95778037159178,8.17171598155044
"AP004310.1-40614-plus",5.57170308555746,0,2.36297040916991,0,1.70776225188777,0,5.21833527869384,6.12878698616283
"AP004310.1-51438-minus",4.64308590463121,4.29010766133522,3.93828401528318,3.9174204671711,1.70776225188777,4.21941281375347,2.60916763934692,3.06439349308142
"AP004310.1-51839-minus",5.57170308555746,6.86417225813635,3.15062721222654,0,0.853881125943887,8.43882562750694,0.869722546448973,1.02146449769381
"AP004310.1-56922-minus",11.1434061711149,6.00615072586931,5.51359762139645,7.83484093434221,0,1.40647093791782,23.4825087541223,19.4078254561823
"AP004310.1-58146-minus",7.42893744740994,4.29010766133522,2.36297040916991,1.95871023358555,0.853881125943887,1.40647093791782,6.08805782514281,5.10732248846903
"AP004310.1-59029-plus",7.42893744740994,1.71604306453409,3.15062721222654,5.87613070075666,0.853881125943887,4.21941281375347,0.869722546448973,1.02146449769381
"AP004310.1-61381-minus",6.5003202664837,11.1542799194716,3.15062721222654,0,3.41552450377555,1.40647093791782,8.69722546448973,4.08585799077522
"AP004310.1-61394-plus",1.85723436185249,6.00615072586931,3.93828401528318,0.979355116792776,1.70776225188777,1.40647093791782,4.34861273224486,5.10732248846903
"AP004310.1-64037-minus",1.85723436185249,9.43823685493748,1.57531360611327,4.89677558396388,3.41552450377555,0,0,1.02146449769381
"AP004310.1-64199-minus",1.85723436185249,5.14812919360226,5.51359762139645,1.95871023358555,1.70776225188777,0,1.73944509289795,0
"AP004310.1-64554-minus",4.64308590463121,5.14812919360226,5.51359762139645,5.87613070075666,0,2.81294187583565,3.47889018579589,7.15025148385664
"AP004310.1-64954-minus",0,6.86417225813635,0.787656803056636,1.95871023358555,0.853881125943887,5.62588375167129,0,3.06439349308142
"AP004310.1-66658-minus",4.64308590463121,0,1.57531360611327,5.87613070075666,0.853881125943887,0,1.73944509289795,7.15025148385664
"AP004310.1-71315-minus",2.78585154277873,3.43208612906817,10.2395384397363,9.79355116792776,0.853881125943887,0,0.869722546448973,4.08585799077522
"AP004310.1-71629-plus",3.71446872370497,4.29010766133522,7.08891122750972,0.979355116792776,2.56164337783166,0,2.60916763934692,12.2575739723257
"AP004310.1-71636-plus",1.85723436185249,6.00615072586931,4.72594081833981,0.979355116792776,0.853881125943887,1.40647093791782,0,2.04292899538761
"AP004310.1-71883-plus",0,0,3.93828401528318,1.95871023358555,5.97716788160721,0,0.869722546448973,5.10732248846903
"AP004310.1-71955-plus",0.928617180926243,5.14812919360226,0.787656803056636,0.979355116792776,4.26940562971944,1.40647093791782,0,2.04292899538761
"AP004310.1-71956-plus",0.928617180926243,0,5.51359762139645,1.95871023358555,4.26940562971944,8.43882562750694,0,3.06439349308142
"AP004310.1-73994-minus",1.85723436185249,6.00615072586931,4.72594081833981,3.9174204671711,2.56164337783166,1.40647093791782,2.60916763934692,4.08585799077522
"AP004310.1-75990-plus",2.78585154277873,0,7.87656803056636,0.979355116792776,4.26940562971944,1.40647093791782,6.95778037159178,3.06439349308142
"AP004310.1-86262-plus",10.2147889901887,6.86417225813635,5.51359762139645,1.95871023358555,2.56164337783166,4.21941281375347,0.869722546448973,0
"AP004310.1-93973-minus",4.64308590463121,4.29010766133522,2.36297040916991,0,5.97716788160721,0,2.60916763934692,4.08585799077522
"AP004311.1-16498-plus",8.35755462833619,12.0123014517386,7.87656803056636,0.979355116792776,0,0,9.5669480109387,14.3005029677133
"AP004311.1-16530-plus",2.78585154277873,4.29010766133522,7.08891122750972,0.979355116792776,1.70776225188777,1.40647093791782,9.5669480109387,1.02146449769381
"AP004311.1-16604-plus",0,1.71604306453409,2.36297040916991,1.95871023358555,0.853881125943887,0,6.08805782514281,6.12878698616283
"AP004311.1-16900-plus",4.64308590463121,1.71604306453409,3.15062721222654,0.979355116792776,4.26940562971944,0,3.47889018579589,0
"AP004311.1-24402-minus",9.28617180926243,6.86417225813635,11.0271952427929,2.93806535037833,1.70776225188777,11.2517675033426,6.95778037159178,3.06439349308142
"AP004311.1-3178-minus",0,6.86417225813635,2.36297040916991,0,0,0,3.47889018579589,5.10732248846903
"AP004311.1-32181-plus",7.42893744740994,2.57406459680113,6.30125442445309,3.9174204671711,0,9.84529656542476,19.1338960218774,28.6010059354266
"AP004311.1-32250-plus",24.1440467040823,33.4628397584147,10.2395384397363,10.7729062847205,11.1004546372705,12.6582384412604,59.1411331585301,55.1590828754655
"AP004311.1-32251-plus",12.0720233520412,12.8703229840057,7.87656803056636,16.6490369854772,3.41552450377555,4.21941281375347,46.0952949617956,52.0946893823841
"AP004311.1-32260-plus",2.78585154277873,1.71604306453409,0,2.93806535037833,0,4.21941281375347,13.9155607431836,20.4292899538761
"AP004311.1-32284-plus",16.7151092566724,65.2096364522953,28.3556449100389,22.5251676862338,18.7853847707655,7.03235468958912,5.21833527869384,12.2575739723257
"AP004311.1-32285-plus",18.5723436185249,67.7837010490965,33.0815857283787,33.2980739709544,25.6164337783166,12.6582384412604,36.5283469508569,50.0517603869965
"AP004311.1-32294-plus",5.57170308555746,6.86417225813635,3.15062721222654,3.9174204671711,0,1.40647093791782,4.34861273224486,2.04292899538761
"AP004311.1-3428-minus",1.85723436185249,0.858021532267044,0,1.95871023358555,2.56164337783166,2.81294187583565,9.5669480109387,12.2575739723257
"AP004311.1-35847-minus",1.85723436185249,3.43208612906817,4.72594081833981,0,0,1.40647093791782,3.47889018579589,5.10732248846903
"AP004311.1-39094-plus",14.8578748948199,0.858021532267044,10.2395384397363,3.9174204671711,3.41552450377555,5.62588375167129,6.95778037159178,13.2790384700195
"AP004311.1-39461-plus",10.2147889901887,14.5863660485397,8.66422483362299,3.9174204671711,3.41552450377555,2.81294187583565,6.08805782514281,3.06439349308142
"AP004311.1-41154-minus",6.5003202664837,2.57406459680113,3.93828401528318,4.89677558396388,0,0,0.869722546448973,3.06439349308142
"AP004311.1-42727-minus",4.64308590463121,10.2962583872045,2.36297040916991,0.979355116792776,2.56164337783166,4.21941281375347,3.47889018579589,4.08585799077522
"AP004311.1-47213-plus",1.85723436185249,2.57406459680113,2.36297040916991,3.9174204671711,5.12328675566332,4.21941281375347,1.73944509289795,4.08585799077522
"AP004311.1-47220-plus",5.57170308555746,3.43208612906817,5.51359762139645,9.79355116792776,2.56164337783166,0,4.34861273224486,4.08585799077522
"AP004311.1-47740-plus",5.57170308555746,0,8.66422483362299,2.93806535037833,2.56164337783166,0,5.21833527869384,9.19318047924425
"AP004311.1-52732-minus",4.64308590463121,0,6.30125442445309,0.979355116792776,4.26940562971944,2.81294187583565,6.95778037159178,9.19318047924425
"AP004311.1-54022-minus",0.928617180926243,0,6.30125442445309,4.89677558396388,1.70776225188777,0,0.869722546448973,1.02146449769381
"AP004311.1-54160-minus",5.57170308555746,4.29010766133522,3.15062721222654,0,2.56164337783166,0,0,6.12878698616283
"AP004311.1-54161-minus",6.5003202664837,1.71604306453409,1.57531360611327,0,5.12328675566332,7.03235468958912,2.60916763934692,4.08585799077522
"AP004311.1-54248-minus",12.0720233520412,6.00615072586931,6.30125442445309,0.979355116792776,2.56164337783166,0,0.869722546448973,1.02146449769381
"AP004311.1-54733-minus",2.78585154277873,0.858021532267044,3.15062721222654,1.95871023358555,4.26940562971944,4.21941281375347,1.73944509289795,3.06439349308142
"AP004311.1-5638-plus",6.5003202664837,9.43823685493748,14.1778224550194,0.979355116792776,8.53881125943887,9.84529656542476,15.6550058360815,13.2790384700195
"AP004311.1-56630-minus",12.0720233520412,6.86417225813635,0.787656803056636,1.95871023358555,1.70776225188777,5.62588375167129,0,2.04292899538761
"AP004311.1-56637-minus",3.71446872370497,0.858021532267044,6.30125442445309,0,4.26940562971944,0,0,3.06439349308142
"AP004311.1-56857-minus",0.928617180926243,1.71604306453409,6.30125442445309,4.89677558396388,2.56164337783166,0,0,1.02146449769381
"AP004311.1-57081-minus",5.57170308555746,0.858021532267044,12.6025088489062,1.95871023358555,0.853881125943887,0,0.869722546448973,0
"AP004311.1-57244-minus",6.5003202664837,0,7.08891122750972,3.9174204671711,3.41552450377555,5.62588375167129,7.82750291804075,4.08585799077522
"AP004311.1-58075-minus",5.57170308555746,3.43208612906817,8.66422483362299,1.95871023358555,0.853881125943887,0,8.69722546448973,2.04292899538761
"AP004311.1-58077-minus",13.9292577138936,2.57406459680113,5.51359762139645,1.95871023358555,6.8310490075511,1.40647093791782,0.869722546448973,0
"AP004311.1-58697-minus",5.57170308555746,2.57406459680113,0,0,1.70776225188777,4.21941281375347,0,2.04292899538761
"AP004311.1-59199-minus",11.1434061711149,5.14812919360226,4.72594081833981,1.95871023358555,0.853881125943887,0,3.47889018579589,3.06439349308142
"AP004311.1-59297-minus",2.78585154277873,6.00615072586931,3.93828401528318,0.979355116792776,1.70776225188777,0,6.08805782514281,4.08585799077522
"AP004311.1-59375-minus",5.57170308555746,4.29010766133522,4.72594081833981,0,0.853881125943887,1.40647093791782,2.60916763934692,1.02146449769381
"AP004311.1-59480-minus",1.85723436185249,0.858021532267044,0.787656803056636,0.979355116792776,4.26940562971944,1.40647093791782,3.47889018579589,5.10732248846903
"AP004311.1-59573-minus",21.3581951613036,13.7283445162727,15.7531360611327,1.95871023358555,3.41552450377555,1.40647093791782,6.08805782514281,0
"AP004311.1-59730-minus",5.57170308555746,0.858021532267044,7.08891122750972,0,0.853881125943887,0,3.47889018579589,1.02146449769381
"AP004311.1-59744-minus",8.35755462833619,6.00615072586931,2.36297040916991,2.93806535037833,4.26940562971944,0,0.869722546448973,3.06439349308142
"AP004311.1-60185-minus",9.28617180926243,0.858021532267044,6.30125442445309,2.93806535037833,3.41552450377555,0,10.4366705573877,13.2790384700195
"AP004311.1-60224-minus",9.28617180926243,6.00615072586931,4.72594081833981,1.95871023358555,4.26940562971944,1.40647093791782,2.60916763934692,0
"AP004311.1-60749-minus",0.928617180926243,0,3.15062721222654,4.89677558396388,1.70776225188777,7.03235468958912,0,0
"AP004311.1-60845-minus",4.64308590463121,5.14812919360226,4.72594081833981,0.979355116792776,0,1.40647093791782,5.21833527869384,2.04292899538761
"AP004311.1-61595-minus",16.7151092566724,2.57406459680113,8.66422483362299,7.83484093434221,3.41552450377555,0,3.47889018579589,1.02146449769381
"AP004311.1-61696-minus",8.35755462833619,5.14812919360226,0.787656803056636,1.95871023358555,1.70776225188777,0,4.34861273224486,4.08585799077522
"AP004311.1-61773-minus",3.71446872370497,6.00615072586931,3.93828401528318,0.979355116792776,1.70776225188777,7.03235468958912,1.73944509289795,0
"AP004311.1-61774-minus",10.2147889901887,3.43208612906817,4.72594081833981,0,3.41552450377555,1.40647093791782,0,0
"AP004311.1-64742-minus",3.71446872370497,3.43208612906817,5.51359762139645,0,0,0,2.60916763934692,7.15025148385664
"AP004311.1-66127-plus",1.85723436185249,4.29010766133522,8.66422483362299,0.979355116792776,1.70776225188777,0,20.0036185683264,12.2575739723257
"AP004311.1-66136-plus",1.85723436185249,6.86417225813635,3.93828401528318,4.89677558396388,1.70776225188777,0,0,1.02146449769381
"AP004311.1-66159-plus",11.1434061711149,0.858021532267044,6.30125442445309,4.89677558396388,1.70776225188777,5.62588375167129,3.47889018579589,4.08585799077522
"AP004311.1-66192-plus",13.9292577138936,14.5863660485397,5.51359762139645,7.83484093434221,5.12328675566332,8.43882562750694,5.21833527869384,7.15025148385664
"AP004311.1-66299-plus",0,0,6.30125442445309,0,4.26940562971944,5.62588375167129,4.34861273224486,3.06439349308142
"AP004311.1-66542-plus",4.64308590463121,2.57406459680113,4.72594081833981,2.93806535037833,3.41552450377555,1.40647093791782,0.869722546448973,3.06439349308142
"AP004311.1-66593-plus",9.28617180926243,10.2962583872045,7.08891122750972,1.95871023358555,3.41552450377555,7.03235468958912,5.21833527869384,4.08585799077522
"AP004311.1-66594-plus",7.42893744740994,2.57406459680113,7.08891122750972,4.89677558396388,3.41552450377555,2.81294187583565,16.5247283825305,12.2575739723257
"AP004311.1-66601-plus",10.2147889901887,9.43823685493748,11.8148520458495,7.83484093434221,7.68493013349499,5.62588375167129,0,2.04292899538761
"AP004311.1-66602-plus",23.2154295231561,30.0307536293465,19.6914200764159,10.7729062847205,8.53881125943887,12.6582384412604,0,3.06439349308142
"AP004311.1-67285-minus",7.42893744740994,10.2962583872045,18.1161064703026,3.9174204671711,3.41552450377555,0,3.47889018579589,4.08585799077522
"AP004311.1-67760-minus",3.71446872370497,6.00615072586931,6.30125442445309,0.979355116792776,0,0,4.34861273224486,2.04292899538761
"AP004311.1-67970-minus",1.85723436185249,6.86417225813635,3.15062721222654,0.979355116792776,1.70776225188777,0,5.21833527869384,7.15025148385664
"AP004311.1-68830-plus",11.1434061711149,9.43823685493748,7.08891122750972,0,0,5.62588375167129,6.08805782514281,4.08585799077522
"AP004311.1-74979-plus",4.64308590463121,0,5.51359762139645,0.979355116792776,3.41552450377555,0,5.21833527869384,0
"AP004311.1-80180-minus",8.35755462833619,3.43208612906817,6.30125442445309,0.979355116792776,0.853881125943887,4.21941281375347,4.34861273224486,1.02146449769381
"AP004311.1-80456-minus",6.5003202664837,0.858021532267044,0,1.95871023358555,5.12328675566332,5.62588375167129,0,0
"AP004311.1-83463-minus",30.644366970566,24.8826244357443,25.2050176978123,38.1948495549183,9.39269238538276,18.2841221929317,66.0989135301219,51.0732248846903
"AP004311.1-83464-minus",16.7151092566724,17.1604306453409,22.0543904855858,8.81419605113499,4.26940562971944,11.2517675033426,33.049456765061,25.5366124423451
"AP004311.1-83472-minus",9.28617180926243,0.858021532267044,7.87656803056636,0.979355116792776,1.70776225188777,0,1.73944509289795,0
"AP004311.1-83473-minus",10.2147889901887,12.0123014517386,16.5407928641893,1.95871023358555,6.8310490075511,0,1.73944509289795,3.06439349308142
