"","dWT1","dWT2","dWT3","WT1","WT2","WT3","TV1","TV2"
"AP004310.1-102280-minus",60.2785865338987,81.3630837030946,49.7204209217772,53.1616745842502,57.3531119589049,43.0187981782079,54.0482214417952,57.1725886064802
"AP004310.1-102281-minus",23.8839682492806,33.0537527543822,23.7128161319245,36.109816698736,41.2539928125457,33.4590652497173,40.9222248059307,38.7610770213425
"AP004310.1-102287-plus",46.6306046771669,52.5469915582486,43.6009845006354,31.0945643794671,36.2230180793084,41.4255093567928,47.8712818484472,46.513292425611
"AP004310.1-102688-plus",34.1199546418295,13.5605139505158,19.8881683687109,30.0915139156133,27.1672635594813,35.0523540711324,26.2519932717291,21.3185923617384
"AP004310.1-103186-plus",39.806613748801,44.0716703391762,25.24267523721,38.1159176264435,36.2230180793084,36.6456428925475,21.6192885767181,19.3805385106712
"AP004310.1-103620-plus",32.9826228204351,21.1883030476809,27.5374638951382,33.1006653071746,37.2292130259558,23.8993323212266,44.7828120517732,43.6062116490103
"AP004310.1-105275-plus",25.0213000706749,17.7981745600519,31.3621116583518,23.0701606686369,31.1920433460711,31.8657764283022,30.8846979667401,26.1637269894062
"AP004310.1-105276-plus",139.891814031501,100.856322506961,130.038023949264,90.2745417468399,114.70622391781,46.2053758210381,128.94361401114,166.672631191773
"AP004310.1-105277-plus",10.2359863925488,22.0358351695881,26.7725343424954,8.02440371083022,12.0743393597695,6.37315528566043,21.6192885767181,33.9159423936747
"AP004310.1-106392-plus",17.0599773209147,30.5111563886605,30.5971821057091,25.0762615963444,15.0929241997118,14.339599392736,47.0991643992787,45.5442655000774
"AP004310.1-107105-plus",36.3946182846181,22.8833672914954,22.9478865792818,11.0335551023915,26.1610686128338,36.6456428925475,20.0750536783811,23.2566462128055
"AP004310.1-109193-plus",148.990468602655,108.484111604126,104.030419159411,68.2074315420568,71.4398412119693,47.7986646424532,51.7318690942897,95.9336656278226
"AP004310.1-110125-plus",129.655827638952,135.605139505158,141.511967238904,93.2836931384013,136.842512744054,109.936928677642,149.79078513869,145.354038830034
"AP004310.1-110354-plus",10.2359863925488,21.1883030476809,22.9478865792818,15.0457569578067,18.1115090396542,12.7463105713209,17.7587013308756,32.9469154681411
"AP004310.1-110356-plus",106.909191211066,69.4976339963933,83.3773212380572,48.1464222649813,57.3531119589049,43.0187981782079,108.868560332759,74.6150732660843
"AP004310.1-110360-plus",26.1586318920692,45.7667345829907,27.5374638951382,15.0457569578067,27.1672635594813,19.1194658569813,29.3404630684031,30.0398346915404
