"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"BA000022.2-1518035-plus",5842.73248407295,2.83495942112639,0.207316157300451,13.6745705594854,1.44055221970356e-42,6.14539576925538e-39
"BA000022.2-634847-minus",1079.73241040053,2.37887845620415,0.239304590534644,9.94079742009695,2.76603941381621e-23,5.89996206966997e-20
"AP004311.1-93056-plus",435.795976096396,-2.35599548967882,0.246269044179445,-9.56675451244337,1.10314247946139e-21,1.5686686057941e-18
"BA000022.2-632143-minus",2030.88595218297,-2.86561305212789,0.311422145613339,-9.20169966231569,3.52331927902079e-20,3.75762001107567e-17
"AP004311.1-94696-plus",101.516830282133,-3.11130987498241,0.339345155454544,-9.16857018575937,4.79334385510095e-20,4.08968097717213e-17
"AP004311.1-94217-plus",68.6290620038859,-3.36090447856806,0.402409946357793,-8.35194186671466,6.71497119127855e-17,4.77434451699905e-14
"BA000022.2-1116114-minus",88.7234474294146,2.60771150129316,0.322134796876431,8.09509412388461,5.72200906065567e-16,3.48715580753672e-13
"BA000022.2-632144-minus",890.732984531752,-2.62878832973846,0.337390250906436,-7.79153612967751,6.61993777525973e-15,3.53008181865725e-12
"BA000022.2-3181808-minus",960.738060113737,1.60393358490154,0.21480753631692,7.46684037442313,8.21433135027821e-14,3.89359306003187e-11
"BA000022.2-632142-minus",186.509908298589,-2.43363393050864,0.33003646831485,-7.37383339160866,1.65790360541066e-13,7.07261678068187e-11
"BA000022.2-3279280-plus",423.215686029935,1.61235992680183,0.22012759055972,7.32466076924783,2.39503782045832e-13,9.28839212915927e-11
"BA000022.2-1116720-minus",418.530637925275,1.62871345807074,0.223077558123188,7.30110851030262,2.85406448991436e-13,1.01461992616455e-10
"BA000022.2-92542-plus",152.680635998684,-2.29904694539131,0.315790073168157,-7.28030150639688,3.3307492340031e-13,1.09299817171209e-10
"BA000022.2-555573-plus",1739.40482996572,1.35130121556172,0.185889616432661,7.26937438192649,3.61156190303402e-13,1.10049450559594e-10
"BA000022.2-484864-minus",245.555191225897,1.62215441695611,0.22868120061777,7.09351889256283,1.30744096964087e-12,3.71836211765864e-10
"BA000022.2-1518033-plus",48.8738035253241,3.16692961753357,0.453972686860573,6.9760355836258,3.0362585601332e-12,8.09542438595515e-10
"BA000022.2-1518036-plus",66.2473919852954,2.3991945196612,0.344343474100911,6.96744587922147,3.22746544742651e-12,8.09903976395381e-10
"BA000022.2-1147017-plus",87.2390735067432,2.46420886576241,0.361545971900711,6.81575527672907,9.37698036267955e-12,2.22234434595505e-09
"BA000022.2-881923-plus",76.3349682373441,2.28771397122455,0.340840972271533,6.71196879875707,1.92015759849889e-11,4.31125911326119e-09
"BA000022.2-1518037-plus",76.1865450606945,2.19644668098686,0.335951038926656,6.53799639377327,6.23484275891301e-11,1.32989196047614e-08
"BA000022.2-92545-plus",86.9595241940172,-2.40381740726391,0.37056460232772,-6.48690509607289,8.76174890742086e-11,1.77988670662178e-08
"BA000022.2-3261276-minus",78.4863315389424,-2.46313516154509,0.392046750639875,-6.28275877181716,3.32616971770329e-10,6.44974546169193e-08
"AP004310.1-62256-plus",119.659171316411,-1.90045606131703,0.303132779227336,-6.26938487537099,3.62477174306174e-10,6.72316358952234e-08
"BA000022.2-458961-minus",119.509603706781,-2.48298390517763,0.397263383753973,-6.25022090310581,4.09872551454411e-10,7.28548460210216e-08
"BA000022.2-924269-minus",744.410366491968,-1.37868034828367,0.223025038097167,-6.18172901144403,6.34032965291486e-10,1.08191385197339e-07
"AP004311.1-39245-plus",1040.67218562174,-1.14077994943691,0.18676763229739,-6.10801740860777,1.00876352883407e-09,1.65514815923313e-07
"BA000022.2-3564801-plus",1184.03129607859,1.18659619448628,0.195664472609346,6.0644437830846,1.32411081625181e-09,2.09209508967786e-07
"AP004310.1-41347-minus",39.4454494167791,-2.40544358145962,0.404152555964703,-5.95182078143211,2.65175662881922e-09,3.91385099351383e-07
"BA000022.2-2576878-plus",104.566032185478,1.70741862033138,0.286899620250694,5.95127528868608,2.66061131767232e-09,3.91385099351383e-07
"BA000022.2-1558783-minus",157.073917757766,-1.83916577194026,0.313016332599362,-5.87562238898971,4.21257595890094e-09,5.99028301355714e-07
"AP004311.1-75014-plus",31.5435065864826,-3.2972168322092,0.565363064947398,-5.83203438044891,5.47556328619249e-09,7.53508160609586e-07
"BA000022.2-1154777-plus",257.833419872711,1.63595703256479,0.281214381155686,5.81747286835622,5.97439554029679e-09,7.96461605465815e-07
"BA000022.2-1558785-minus",28.7608837411761,-2.7907138109019,0.482201973473805,-5.7874375560877,7.14682413773507e-09,9.2388944762357e-07
"BA000022.2-2338596-plus",750.456277982163,1.38696561174285,0.239867871656713,5.78220668805453,7.37270444385434e-09,9.25057563455372e-07
"BA000022.2-2120035-minus",561.407793337626,1.32007787210987,0.228651984435647,5.7733059932458,7.77310944992586e-09,9.47430997525249e-07
"BA000022.2-2775295-plus",435.334033526519,-1.27413708870475,0.221624443154909,-5.74908196301328,8.97293148300776e-09,1.06329238073642e-06
"BA000022.2-632146-minus",36.9082233533941,-2.84667321737727,0.499932673237331,-5.69411316716617,1.24014811676408e-08,1.42280343197958e-06
"BA000022.2-92543-plus",198.625383496837,-2.15789034080073,0.379215583340856,-5.69040523543338,1.26738233509667e-08,1.42280343197958e-06
"BA000022.2-818065-minus",206.188683946482,1.41718918878105,0.25227355730059,5.61766839119184,1.93551510272818e-08,2.11715575083036e-06
"BA000022.2-484863-minus",375.259481577873,1.2364331594522,0.223576572831719,5.53024471120611,3.19784369418075e-08,3.41050029984377e-06
"BA000022.2-437404-plus",164.865193692572,1.60146168584788,0.294358675822918,5.44051124489802,5.31278861206481e-08,5.52789176074841e-06
"BA000022.2-484859-minus",523.585623981684,1.27372173757554,0.234761413739893,5.42560089958725,5.77598896639898e-08,5.86675450729954e-06
"BA000022.2-1325477-minus",107.719209098953,-1.48530405997127,0.274497755947845,-5.41098798728788,6.2677977014988e-08,6.21823837083579e-06
"BA000022.2-2889414-minus",571.826241786773,1.77807355827056,0.328889347750506,5.40629719518735,6.43410036693663e-08,6.23815276485265e-06
"BA000022.2-2152682-minus",114.035562820459,1.54276981886182,0.285891838336575,5.39634089534778,6.80136679366876e-08,6.44769572039799e-06
"AP004310.1-52510-plus",213.227603676491,-4.85562082130396,0.902078863527108,-5.38270102274494,7.3376358607064e-08,6.80485969168989e-06
"BA000022.2-163581-minus",146.662114509907,-1.86972440062022,0.34876538900844,-5.36098035970815,8.27715175289984e-08,7.51283603784483e-06
"BA000022.2-1678975-plus",886.080367488201,1.9092336910471,0.356679970758841,5.35279199161416,8.66073882389768e-08,7.69723162973907e-06
"BA000022.2-736419-plus",241.740481598144,1.32921344965628,0.24876003709093,5.34335605188226,9.12412912954132e-08,7.81182301306058e-06
