CDS	TUs	rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CRISPR3		AP004311.1-91216-plus	165.12737610251426	4.9992248243776345	0.3964857231469519	12.60883944243496	1.8875200516250907e-36	8.322075907615024e-33
CRISPR3		AP004311.1-91410-plus	207.74345923292842	5.517793843616195	0.44310564273148156	12.452547003469178	1.3545241624024443e-35	2.986048516016188e-32
CRISPR3		AP004311.1-91362-plus	210.65076088941134	4.021953892552719	0.3458112619380773	11.630488463596972	2.8844227425812905e-31	4.23913995734697e-28
CRISPR3		AP004311.1-91287-plus	145.05008520715228	3.180950407443065	0.30165954626345143	10.54483588152391	5.366647259152293e-26	5.915386941400615e-23
CRISPR3		AP004311.1-91435-plus	140.18062916280667	3.225361226443388	0.33581005031552524	9.604719166126376	7.636582121300668e-22	6.733938114562929e-19
CRISPR3		AP004311.1-92560-plus	85.05179507192445	3.0029578780875545	0.3461962947986671	8.674147942091484	4.166583572882394e-18	3.0617444954730794e-15
CRISPR3		AP004311.1-91139-plus	63.68679151479841	5.822175086285251	0.684909345788887	8.500650665788767	1.8853093178916814e-17	1.1874755403692034e-14
CRISPR3		AP004311.1-91585-plus	53.67967855583376	4.172238115013291	0.49755996983861367	8.38539747553763	5.0554640517428184e-17	2.7861926255167606e-14
CRISPR3		AP004311.1-92489-plus	51.046558195771325	4.79802247911877	0.5930513547060441	8.090399661083298	5.94692728946226e-16	2.9133336021376786e-13
CRISPR3		AP004311.1-90633-plus	46.41616423727211	4.6324674673536235	0.57416714943486	8.068151359605402	7.137053527717254e-16	3.146726900370537e-13
ssl1911_5'UTR	TU627	BA000022.2-632114-minus	52.869229279235846	3.700125309120139	0.4676298881644488	7.912508166755451	2.522543170021962e-15	1.0110811669660754e-12
CRISPR3		AP004311.1-90706-plus	45.1021342830001	2.8225700199720465	0.4431131687464824	6.369862642441392	1.891975641335219e-10	6.951433835539151e-8
CRISPR3		AP004311.1-91955-plus	32.30904906277774	5.167485732327652	0.8291001100289551	6.232643886812637	4.5862795409848205e-10	1.555454345861698e-7
CRISPR3		AP004311.1-91731-plus	28.383330249566935	5.612098171115291	0.9235429935178768	6.076704831832671	1.2267727340122109e-9	3.8634578458998843e-7
CRISPR3		AP004311.1-90272-plus	34.82176195932728	3.0149063784893118	0.5121222717466534	5.887083114363721	3.930710680274026e-9	1.1553668926218786e-6
CRISPR3		AP004311.1-90562-plus	25.67832425472808	4.88716410270268	0.8489185077000152	5.756929620893213	8.565760113139524e-9	2.2714142506133452e-6
CRISPR3		AP004311.1-90851-plus	21.936306466382952	3.887384241646621	0.6756931142108775	5.753180193624712	8.758004595243109e-9	2.2714142506133452e-6
CRISPR3		AP004311.1-91264-plus	17.612828470125194	7.235925363167377	1.2661679499304344	5.714822716500549	1.0981845256385626e-8	2.6899419853002347e-6
CRISPR3		AP004311.1-91660-plus	22.018574162143327	3.8723249496712833	0.6981832540860158	5.54628734935859	2.9179912965890485e-8	6.7712755929795346e-6
CRISPR3		AP004311.1-90681-plus	17.78262040219167	4.671821232193266	0.8751186292362322	5.338500491379826	9.371845289179151e-8	2.0660232939995437e-5
CRISPR3		AP004311.1-92259-plus	12.401122513690249	6.924280721924112	1.3075335560437966	5.295681085902609	1.1857362197486375e-7	2.4894814251770206e-5
CRISPR3		AP004311.1-90995-plus	28.781946068924427	3.120442255893357	0.5980970286405074	5.217284330915699	1.8156543826716335e-7	3.6387364423632874e-5
CRISPR3		AP004311.1-90899-plus	20.142109928801993	3.6666809525192097	0.7289927821557695	5.029790475669925	4.910161052185548e-7	9.412565251776558e-5
CRISPR3		AP004311.1-91779-plus	15.34439975023335	4.3067266166924085	0.8951648787653816	4.811098735947147	1.501028378925024e-6	2.647213649072173e-4
sll0517	TU3343	BA000022.2-3181792-minus	97.7511696390399	-1.526927713538561	0.31734295593558226	-4.811601092694534	1.4972596767946663e-6	2.647213649072173e-4
ssl1911_5'UTR	TU627	BA000022.2-632124-minus	38.94702198236121	2.104207659978213	0.4583626781148275	4.590704611100719	4.4175215746583015e-6	7.491097162564788e-4
slr1841	TU971	BA000022.2-959928-plus	410.1888267302303	-0.9561299915135401	0.20874903946881404	-4.580284507878565	4.643438325260733e-6	7.582562805953546e-4
ssr0692_5'UTR	TU2842	BA000022.2-2695590-plus	52.78344628006825	2.0588959422381987	0.4528712214198068	4.546316579320955	5.459290259305913e-6	8.596432411885633e-4
NA	NA	AP004311.1-91434-plus	7.995900593267065	6.09798535202258	1.3439414846034334	4.537389032099085	5.6954982240244245e-6	8.659121265421961e-4
CRISPR3		AP004311.1-92187-plus	13.051047793719263	3.650498007675964	0.830942158341525	4.393203511255202	1.1169247966143012e-5	0.0016415071427574846
CRISPR3		AP004311.1-91115-plus	7.52877015748662	5.986067644513649	1.375642858250116	4.351469284788216	1.35228267796226e-5	0.0019232949442372917
sll0057	TU2721	BA000022.2-2589108-minus	177.65142909447377	-1.1661057308147733	0.26897398072604917	-4.335384886177729	1.4550530426499992e-5	0.0019440390500132868
	TU87	BA000022.2-92788-plus	14.936571169189659	3.276412902624186	0.7546865024011854	4.341422421362547	1.4156326250444334e-5	0.0019440390500132868
CRISPR3		AP004311.1-92412-plus	6.822355944823067	5.917571287804851	1.3672274149542314	4.3281543531680455	1.5036407976886057e-5	0.0019498683167673714
CRISPR3		AP004311.1-91295-plus	13.106460264201763	3.693137317469869	0.86027850890788	4.292955454807643	1.7631038911709363e-5	0.002159312515603516
CRISPR3		AP004311.1-92334-plus	18.627314460305374	3.0157374906221888	0.702431198370689	4.293285232229556	1.7604860350242024e-5	0.002159312515603516
NA	NA	AP004311.1-90248-plus	11.20935327528321	4.958950100139293	1.1621608960403	4.267008223246338	1.9811185966118353e-5	0.0023607437547193463
CRISPR3		AP004311.1-91211-plus	6.642374654306672	6.094836466111432	1.4316342561472963	4.257258053124117	2.069494327589562e-5	0.0024011580237743102
smr0005	TU455	BA000022.2-467204-plus	65.8835572360935	-1.5309457235367838	0.36363943215868416	-4.210065213358691	2.5529698655862675e-5	0.0028861651634281677
NA	NA	BA000022.2-726507-minus	16.173603873932514	2.5422676904609003	0.6051450019159633	4.201088470386054	2.6563475345350283e-5	0.002927959069941235
CRISPR3		AP004311.1-91173-plus	10.539507296354858	4.407104532180362	1.0551164894605602	4.1768890697874905	2.955230549778987e-5	0.003102288450946561
CRISPR3		AP004311.1-91370-plus	13.118454482263576	3.497881055812633	0.8364084769958978	4.182024874228754	2.889243506427416e-5	0.003102288450946561
CRISPR3		AP004311.1-91335-plus	10.598133886342634	4.225818473815219	1.017649824739393	4.152527098304564	3.288238019835546e-5	0.003371591030105796
