locus_tag	gene_name	gene_product	TUs	rowname	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91216-plus	167.93249686762564	5.034054268363827	0.43147994153666275	11.66694852705241	1.8804786195107434e-31	7.826552014403714e-28
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91410-plus	213.30532028335554	5.579551471796665	0.4873537014320309	11.448669529751834	2.3878224466726177e-30	4.969058511525717e-27
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91362-plus	214.72955426902584	4.072642863924681	0.3998733895298317	10.184830925391823	2.3176241598376083e-24	3.2153172510813752e-21
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91287-plus	147.13398942886238	3.2113815506045866	0.33895199625975636	9.474443537849943	2.68186288088318e-21	2.790478327558949e-18
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91435-plus	142.85524053899104	3.2687049302694335	0.381204550984533	8.574674467624753	9.936744835126649e-18	8.271346400759422e-15
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91139-plus	64.39138825058681	5.848079031354097	0.7023996618900078	8.325856842838112	8.372093199234638e-17	5.80744198253576e-14
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91585-plus	54.70231528955999	4.215712001154577	0.5264861146558607	8.007261509470558	1.1729090574645061e-15	6.973782138810392e-13
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92560-plus	86.62722284118696	3.047976967364303	0.3877505432936153	7.860664595010745	3.821006650227568e-15	1.9878787097808924e-12
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92489-plus	52.128767782811146	4.844521964302073	0.6184112555252772	7.833819195588778	4.732692234862394e-15	2.188607231277476e-12
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90633-plus	47.49710138168906	4.682670397062277	0.6012995164910153	7.787583839063749	6.830271791650181e-15	2.8427591196848054e-12
ssl1911_5'UTR	gifA	5'UTR of glutamine synthetase inactivating factor IF7	TU627	BA000022.2-632114-minus	53.90509800117486	3.741255731342481	0.49777440093979397	7.515966518726196	5.6492010723281546e-14	2.1374522602754346e-11
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91955-plus	33.00421210326112	5.217215023877853	0.8456508885354929	6.169466732203263	6.85206905974191e-10	2.3765259522204855e-7
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90706-plus	45.95451026075528	2.870086412993346	0.4717520772026323	6.083887176527585	1.1730316412490832e-9	3.755505916060526e-7
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91731-plus	28.990844312935582	5.657321079310323	0.9361107900614128	6.043431118809322	1.5087080307031744e-9	4.4851734455618655e-7
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90562-plus	26.40360210037762	4.940339002099384	0.8650768270702889	5.7108673443844005	1.124018372542918e-8	2.8709700825011227e-6
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90851-plus	22.312110247540602	3.9270824379136995	0.6885206155704581	5.703652656297016	1.1726691831455812e-8	2.8709700825011227e-6
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91264-plus	18.00790613111989	7.279257349088913	1.271637932193564	5.724315990269541	1.0385129847670483e-8	2.8709700825011227e-6
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90272-plus	35.728419629816855	3.0647592423104153	0.5424118247915071	5.650244154408786	1.6022010592863337e-8	3.704644893749845e-6
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91660-plus	22.330880437969967	3.906566845538543	0.7066425537890877	5.52834926879388	3.232579933079582e-8	7.0810514113038e-6
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90681-plus	18.22847522943902	4.721520659089065	0.8845355976993257	5.337852621612658	9.405385995613043e-8	1.956525190210096e-5
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92259-plus	12.747328710434083	6.979834546043798	1.3097670970683042	5.329065420613326	9.871943535418553e-8	1.956525190210096e-5
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90995-plus	29.091169881200077	3.151742651886674	0.6115011323100544	5.154107630153365	2.54841549577837e-7	4.821138769740717e-5
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90899-plus	20.620055781696273	3.7181914251440027	0.7420346329941553	5.010805776195205	5.420259869196049e-7	9.808313728519111e-5
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91779-plus	15.721089935691994	4.35616824745371	0.901614159738741	4.831521555424538	1.3549354561610887e-6	2.3496839035593546e-4
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92187-plus	13.382687377164805	3.701242025914907	0.8357490426810318	4.428652426620255	9.482369229205636e-6	0.0015179084896905328
ssl1911_5'UTR	gifA	5'UTR of glutamine synthetase inactivating factor IF7	TU627	BA000022.2-632124-minus	39.630516534228285	2.1434561203536924	0.48398062664509867	4.428805622266119	9.47563731592746e-6	0.0015179084896905328
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91115-plus	7.759390261406006	6.04705401959723	1.3687910837696307	4.417806406908884	9.970766487467668e-6	0.0015369751896607568
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92412-plus	6.940758263959628	5.954815710316698	1.3556126486403635	4.3927118239042615	1.1194547061160013e-5	0.0016639894595909992
	NA	NA	TU87	BA000022.2-92788-plus	15.189748904530394	3.3156993241433836	0.7605172986178725	4.359794747823851	1.3018449463612348e-5	0.0018683719540536067
ssr0692_5'UTR	ssr0692	5'UTR of hypothetical protein	TU2842	BA000022.2-2695590-plus	53.872479141258104	2.100216656658087	0.482940783535804	4.348807821285159	1.3687959239775181e-5	0.00189897621186481
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91211-plus	6.726743329649702	6.127241119944298	1.4169637535996134	4.324204556664793	1.53083205093026e-5	0.0019910384362411696
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91295-plus	13.415016584517103	3.7474843897887467	0.8652929744146939	4.330885030383657	1.48511213463204e-5	0.0019910384362411696
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-92334-plus	19.23226092100315	3.08763167636209	0.7212337932782867	4.281041328260021	1.8602080387595532e-5	0.002346116926459776
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91173-plus	10.869070518786407	4.4652240133168535	1.0554535618295848	4.230621009584328	2.3304703259729035e-5	0.00285276985197036
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91370-plus	13.371908372843615	3.54007129921556	0.8381738758495139	4.22355241700607	2.4048140738748422e-5	0.0028596674787048837
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91335-plus	10.817991618718962	4.272293700831255	1.0159120343762107	4.205377588084705	2.606466344118069e-5	0.0030133647011720563
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91338-plus	13.632270469386736	3.3760934447005573	0.8087272751125414	4.174575964722774	2.9854159253541204e-5	0.003358189481438878
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90754-plus	13.989796745808114	4.225614516843299	1.0180471716771737	4.150706012847954	3.3145127874298744e-5	0.003630263742442931
slr1129	rne	ribonuclease E	TU87	BA000022.2-94076-plus	4.653889442949051	5.7646168538207325	1.4163556923002627	4.070034727264437	4.700613032583543e-5	0.005016397805541719
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90924-plus	9.352431892266356	5.406235373208846	1.3308088251720578	4.062368141051277	4.8577387977544066e-5	0.00505447721906346
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91043-plus	4.893796253293899	5.7570819691784365	1.4201958793118536	4.053723893332229	5.0408708751967166e-5	0.005117098678675301
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-91483-plus	14.622616062378325	2.8750163923620287	0.7136416550731233	4.028655519088835	5.6096746101832897e-5	0.00555892041132925
sll0517	rbp1; rbpA	putative RNA binding protein	TU3343	BA000022.2-3181792-minus	98.39447556484038	-1.4763689755361822	0.36741532433535967	-4.018256392018698	5.863038182420113e-5	0.005674875561681979
CRISPR3	CRISPR3 array	CRISPR3 array		AP004311.1-90231-plus	21.6177740203462	2.3459319433163865	0.5913919259926748	3.96679738124366	7.284486944630932e-5	0.006737341036345321
