"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AP004311.1-91216-plus",167.932496867626,5.03405426836383,0.431479941536663,11.6669485270524,1.88047861951074e-31,7.82655201440371e-28
"AP004311.1-91410-plus",213.305320283356,5.57955147179667,0.487353701432031,11.4486695297518,2.38782244667262e-30,4.96905851152572e-27
"AP004311.1-91362-plus",214.729554269026,4.07264286392468,0.399873389529832,10.1848309253918,2.31762415983761e-24,3.21531725108138e-21
"AP004311.1-91287-plus",147.133989428862,3.21138155060459,0.338951996259756,9.47444353784994,2.68186288088318e-21,2.79047832755895e-18
"AP004311.1-91435-plus",142.855240538991,3.26870493026943,0.381204550984533,8.57467446762475,9.93674483512665e-18,8.27134640075942e-15
"AP004311.1-91139-plus",64.3913882505868,5.8480790313541,0.702399661890008,8.32585684283811,8.37209319923464e-17,5.80744198253576e-14
"AP004311.1-91585-plus",54.70231528956,4.21571200115458,0.526486114655861,8.00726150947056,1.17290905746451e-15,6.97378213881039e-13
"AP004311.1-92560-plus",86.627222841187,3.0479769673643,0.387750543293615,7.86066459501075,3.82100665022757e-15,1.98787870978089e-12
"AP004311.1-92489-plus",52.1287677828111,4.84452196430207,0.618411255525277,7.83381919558878,4.73269223486239e-15,2.18860723127748e-12
"AP004311.1-90633-plus",47.4971013816891,4.68267039706228,0.601299516491015,7.78758383906375,6.83027179165018e-15,2.84275911968481e-12
"BA000022.2-632114-minus",53.9050980011749,3.74125573134248,0.497774400939794,7.5159665187262,5.64920107232815e-14,2.13745226027543e-11
"AP004311.1-91955-plus",33.0042121032611,5.21721502387785,0.845650888535493,6.16946673220326,6.85206905974191e-10,2.37652595222049e-07
"AP004311.1-90706-plus",45.9545102607553,2.87008641299335,0.471752077202632,6.08388717652759,1.17303164124908e-09,3.75550591606053e-07
"AP004311.1-91731-plus",28.9908443129356,5.65732107931032,0.936110790061413,6.04343111880932,1.50870803070317e-09,4.48517344556187e-07
"AP004311.1-90562-plus",26.4036021003776,4.94033900209938,0.865076827070289,5.7108673443844,1.12401837254292e-08,2.87097008250112e-06
"AP004311.1-90851-plus",22.3121102475406,3.9270824379137,0.688520615570458,5.70365265629702,1.17266918314558e-08,2.87097008250112e-06
"AP004311.1-91264-plus",18.0079061311199,7.27925734908891,1.27163793219356,5.72431599026954,1.03851298476705e-08,2.87097008250112e-06
"AP004311.1-90272-plus",35.7284196298169,3.06475924231042,0.542411824791507,5.65024415440879,1.60220105928633e-08,3.70464489374984e-06
"AP004311.1-91660-plus",22.33088043797,3.90656684553854,0.706642553789088,5.52834926879388,3.23257993307958e-08,7.0810514113038e-06
"AP004311.1-90681-plus",18.228475229439,4.72152065908907,0.884535597699326,5.33785262161266,9.40538599561304e-08,1.9565251902101e-05
"AP004311.1-92259-plus",12.7473287104341,6.9798345460438,1.3097670970683,5.32906542061333,9.87194353541855e-08,1.9565251902101e-05
"AP004311.1-90995-plus",29.0911698812001,3.15174265188667,0.611501132310054,5.15410763015336,2.54841549577837e-07,4.82113876974072e-05
"AP004311.1-90899-plus",20.6200557816963,3.718191425144,0.742034632994155,5.01080577619521,5.42025986919605e-07,9.80831372851911e-05
"AP004311.1-91779-plus",15.721089935692,4.35616824745371,0.901614159738741,4.83152155542454,1.35493545616109e-06,0.000234968390355935
"AP004311.1-92187-plus",13.3826873771648,3.70124202591491,0.835749042681032,4.42865242662026,9.48236922920564e-06,0.00151790848969053
"BA000022.2-632124-minus",39.6305165342283,2.14345612035369,0.483980626645099,4.42880562226612,9.47563731592746e-06,0.00151790848969053
"AP004311.1-91115-plus",7.75939026140601,6.04705401959723,1.36879108376963,4.41780640690888,9.97076648746767e-06,0.00153697518966076
"AP004311.1-92412-plus",6.94075826395963,5.9548157103167,1.35561264864036,4.39271182390426,1.119454706116e-05,0.001663989459591
"BA000022.2-92788-plus",15.1897489045304,3.31569932414338,0.760517298617873,4.35979474782385,1.30184494636123e-05,0.00186837195405361
"BA000022.2-2695590-plus",53.8724791412581,2.10021665665809,0.482940783535804,4.34880782128516,1.36879592397752e-05,0.00189897621186481
"AP004311.1-91211-plus",6.7267433296497,6.1272411199443,1.41696375359961,4.32420455666479,1.53083205093026e-05,0.00199103843624117
"AP004311.1-91295-plus",13.4150165845171,3.74748438978875,0.865292974414694,4.33088503038366,1.48511213463204e-05,0.00199103843624117
"AP004311.1-92334-plus",19.2322609210031,3.08763167636209,0.721233793278287,4.28104132826002,1.86020803875955e-05,0.00234611692645978
"AP004311.1-91173-plus",10.8690705187864,4.46522401331685,1.05545356182958,4.23062100958433,2.3304703259729e-05,0.00285276985197036
"AP004311.1-91370-plus",13.3719083728436,3.54007129921556,0.838173875849514,4.22355241700607,2.40481407387484e-05,0.00285966747870488
"AP004311.1-91335-plus",10.817991618719,4.27229370083125,1.01591203437621,4.2053775880847,2.60646634411807e-05,0.00301336470117206
"AP004311.1-91338-plus",13.6322704693867,3.37609344470056,0.808727275112541,4.17457596472277,2.98541592535412e-05,0.00335818948143888
"AP004311.1-90754-plus",13.9897967458081,4.2256145168433,1.01804717167717,4.15070601284795,3.31451278742987e-05,0.00363026374244293
"BA000022.2-94076-plus",4.65388944294905,5.76461685382073,1.41635569230026,4.07003472726444,4.70061303258354e-05,0.00501639780554172
"AP004311.1-90924-plus",9.35243189226636,5.40623537320885,1.33080882517206,4.06236814105128,4.85773879775441e-05,0.00505447721906346
"AP004311.1-91043-plus",4.8937962532939,5.75708196917844,1.42019587931185,4.05372389333223,5.04087087519672e-05,0.0051170986786753
"AP004311.1-91483-plus",14.6226160623783,2.87501639236203,0.713641655073123,4.02865551908883,5.60967461018329e-05,0.00555892041132925
